,DATEPRD,NPD_WELL_BORE_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_OIL_RATE (stb/d),BORE_GAS_VOL,BORE_GAS_RATE (MMscfd),BORE_WAT_VOL,BORE_WATER_RATE (stb/d),BORE_WI_VOL,BORE_WI_RATE (stb/d),GOR (scf/stb),WC (%),Cum Oil (MMstb)
0,2014-04-07,15/9-F-1 C,0.0,0.0,0.0,0.0,0.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1,2014-04-08,15/9-F-1 C,0.0,,,,0.0,1.0030591666666666,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2,2014-04-09,15/9-F-1 C,0.0,,,,0.0,0.9790077083333333,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3,2014-04-10,15/9-F-1 C,0.0,,,,0.0,0.5457591666666667,%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4,2014-04-11,15/9-F-1 C,0.0,310.37614,96.87589,277.27826,0.0,1.215986875,%,33.09788,10.47992,33.07195,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5,2014-04-12,15/9-F-1 C,0.0,303.50078,96.92339,281.44744,0.0,3.0870154166666666,%,22.05334,8.70429,22.05334,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6,2014-04-13,15/9-F-1 C,0.0,303.53481,96.95885,276.032,0.0,1.9623652083333334,%,27.50281,9.42315,16.16326,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7,2014-04-14,15/9-F-1 C,0.0,303.78228,96.96873,282.78676,0.0,0.0,%,20.99552,8.13137,20.73712,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
8,2014-04-15,15/9-F-1 C,0.0,303.85821,97.02136,289.94067,0.0,31.141855625,%,13.91754,8.49833,12.18153,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9,2014-04-16,15/9-F-1 C,0.0,303.79187,97.06569,299.67193,0.0,0.0,%,4.11994,8.82124,1.4902,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
10,2014-04-17,15/9-F-1 C,0.0,304.33518,96.91946,282.901,0.0,41.23599395833333,%,21.43418,8.85429,18.79484,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
11,2014-04-18,15/9-F-1 C,0.0,304.84859,96.72034,273.70073,0.0,0.0,%,31.14786,9.63954,28.50258,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
12,2014-04-19,15/9-F-1 C,0.0,305.37149,96.61563,259.61993,0.0,0.43686166666666665,%,45.75156,9.63919,43.1571,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
13,2014-04-20,15/9-F-1 C,0.0,313.87058,96.55953,282.81436,0.0,0.4542847916666667,%,31.05622,9.61976,28.48402,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
14,2014-04-21,15/9-F-1 C,11.5,301.3756413043478,102.67637913043478,204.79518347826087,0.0,20.989748333333335,%,96.58045782608696,19.196819130434783,69.7755695652174,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
15,2014-04-22,15/9-F-1 C,24.0,289.42136166666666,106.35320895833334,182.059311875,0.0,43.34345125,%,107.36204979166666,37.93925125,78.93540895833333,631.47,3971.9463,90439.09,3.1934042678999996,0.0,0.0,,0.0,803.9897890613476,0.0,3.9719463
16,2014-04-23,15/9-F-1 C,24.0,270.23979291666666,107.64377895833333,171.05278208333334,,47.167523125,%,99.18701083333333,60.756579375,70.627109375,1166.46,7337.0334,165720.39,5.851586970900001,0.0,0.0,,0.0,797.541274774625,0.0,7.3410053463
17,2014-04-24,15/9-F-1 C,24.0,262.8427475,107.86923416666667,168.24197729166667,,47.73231020833333,%,94.60077020833333,63.046799791666665,66.049150625,1549.81,9748.3049,221707.31,7.8284851161,0.0,0.0,,0.0,803.0611677010637,0.0,9.755645905346299
18,2014-04-25,15/9-F-1 C,24.0,255.52699520833335,107.97113708333333,165.538903125,,48.53376875,%,89.98809208333333,64.54722916666667,61.40538625,1248.7,7854.323,178063.52,6.2874228912,0.0,0.0,,0.0,800.5047527584491,0.0,7.864078645905347
19,2014-04-26,15/9-F-1 C,24.0,247.19905208333333,108.05203020833333,162.42224166666668,,49.844502291666664,%,84.77681041666666,65.72369375,56.14790645833333,1345.78,8464.9562,192602.19,6.8007833289,0.0,0.0,,0.0,803.4044321339784,0.0,8.472820278645907
20,2014-04-27,15/9-F-1 C,24.0,240.736416875,108.05380395833333,159.89901979166666,,50.296981875,%,80.83739708333333,66.93373229166667,52.20174708333333,1349.56,8488.732399999999,194496.27,6.867663293700001,0.0,0.0,,0.0,809.0328414287156,0.0,8.497205220278646
21,2014-04-28,15/9-F-1 C,24.0,235.02093145833334,108.04163645833333,157.68322,,50.735878541666665,%,77.33771145833333,67.84834791666667,48.707583541666665,1345.61,8463.8869,192899.71,6.811288760100001,0.0,0.0,,0.0,804.7471381145228,0.0,8.472384105220279
22,2014-04-29,15/9-F-1 C,24.0,232.74371041666666,107.987806875,156.794893125,,50.11391979166667,%,75.94881729166667,65.70691916666667,47.375714583333334,1279.46,8047.803400000001,184900.31,6.5288299461,0.0,0.0,,0.0,811.2561430240704,0.0,8.056275784105221
23,2014-04-30,15/9-F-1 C,24.0,233.29777791666666,107.89323895833333,157.179385,,48.92679020833334,%,76.11839291666666,62.795643958333336,47.61060354166667,1225.62,7709.149799999999,177107.86,6.2536785366,0.0,0.0,,0.0,811.2021038428908,0.0,7.717206075784104
24,2014-05-01,15/9-F-1 C,24.0,231.0888975,107.87692229166667,156.39897770833332,,48.93862895833333,%,74.68991979166667,62.376834375,46.195843333333336,1212.9,7629.1410000000005,174608.88,6.1654395528000006,0.0,0.0,,0.0,808.143348353373,0.0,7.636858206075784
25,2014-05-02,15/9-F-1 C,24.0,231.41900520833335,107.81687916666667,156.69023791666666,,48.303704583333335,%,74.72876729166667,60.747315625,46.15029979166667,1074.04,6755.7116,154870.67,5.4684833577,0.0,0.0,,0.0,809.4607469182079,0.0,6.763348458206075
26,2014-05-03,15/9-F-1 C,24.0,230.76554520833332,107.79546708333334,156.60596666666666,,48.17349875,%,74.15957854166666,60.627934375,45.73272291666667,1044.17,6567.8293,147929.93,5.2234058283,0.0,0.0,,0.0,795.3017031517552,0.0,6.574592648458206
27,2014-05-04,15/9-F-1 C,24.0,230.595831875,107.76431541666666,156.687604375,,47.466087916666666,%,73.9082275,58.279021666666665,45.491345,970.2,6102.558,139378.45,4.921453069500001,0.0,0.0,,0.0,806.457401879671,0.0,6.109132592648458
28,2014-05-05,15/9-F-1 C,24.0,229.423676875,107.77973166666666,156.42926291666666,,47.84001958333333,%,72.99441395833334,54.9047225,44.54851,946.12,5951.0948,136980.49,4.8367811019,0.0,0.0,,0.0,812.7548399833927,0.0,5.957203932592648
29,2014-05-06,15/9-F-1 C,24.0,225.9024775,107.86022020833333,154.95086020833332,,49.00558229166667,%,70.95161729166666,58.882811458333336,42.44995395833333,1002.83,6307.800700000001,144950.15,5.1181897965,0.0,0.0,,0.0,811.4063902653106,0.0,6.3137579039325935
30,2014-05-07,15/9-F-1 C,24.0,225.76834875,107.83816541666667,155.05853583333334,,47.920399583333335,%,70.70981291666666,57.42564229166667,42.048938541666665,925.31,5820.1999,135000.24,4.766858474399999,0.0,0.0,,0.0,819.0197169001017,0.0,5.8265136579039325
31,2014-05-08,15/9-F-1 C,24.0,225.68692270833333,107.821048125,155.14190229166667,,47.296947708333335,%,70.54502041666667,57.655958125,41.15918895833333,913.86,5748.1794,127564.51,4.5043028481,0.0,0.0,,0.0,783.6051268859145,0.0,5.754005913657904
32,2014-05-09,15/9-F-1 C,13.83334,227.79783849312602,107.5994551584939,156.85221704868093,,29.13358708333333,%,70.94562144444508,55.95530239297234,41.74523020964568,176.8,1112.0720000000001,24322.7,0.8588345370000001,0.0,0.0,,0.0,772.2832127775899,0.0,1.117826005913658
33,2014-05-10,15/9-F-1 C,24.0,226.06091479166668,107.68369,155.16497145833333,,48.13438479166667,%,70.89594333333334,57.37377854166667,41.90457979166667,944.19,5938.9551,52162.58,1.8418606998000002,0.0,0.0,,0.0,310.1321139471151,0.0,5.9400729260059135
34,2014-05-11,15/9-F-1 C,24.0,225.09668541666667,107.836451875,155.16161875,,47.49388729166667,%,69.93506666666667,58.024333541666664,41.48348958333333,823.41,5179.2489,117731.72,4.157107033200001,0.0,0.0,,0.0,802.6466990609393,0.0,5.185188972926006
35,2014-05-12,15/9-F-1 C,24.0,226.02269270833332,107.77166645833333,155.79650583333333,,46.93359,%,70.226186875,56.88541625,41.80654479166667,769.01,4837.0729,111238.01,3.9278141331,0.0,0.0,,0.0,812.0229350068303,0.0,4.842258088972926
36,2014-05-13,15/9-F-1 C,24.0,226.90499510638298,107.71747319148936,156.57676718971632,,46.335198958333336,%,70.32822791666666,54.25530875,41.925575,740.8,4659.632,107144.4,3.783268764,0.0,0.0,,0.0,811.9243674178563,0.0,4.664474258088973
37,2014-05-14,15/9-F-1 C,24.0,225.57624978723405,107.74143479166666,156.2037677039007,,45.162089583333334,%,69.37248208333334,54.99535708333333,40.98107625,713.24,4486.2796,102880.55,3.6327122205,0.0,0.0,,0.0,809.7382562825554,0.0,4.490944074258089
38,2014-05-15,15/9-F-1 C,24.0,225.89259895833334,107.70935872340425,156.82564125,,46.31644395833333,%,69.06695770833333,48.59812458333333,40.65059895833333,743.83,4678.6907,106745.44,3.7691814864000004,0.0,0.0,,0.0,805.606039826484,0.0,4.683181644074258
39,2014-05-16,15/9-F-1 C,24.0,225.70079787234042,107.71023416666667,157.10794391400708,,46.34614208333333,%,68.59285395833334,48.37775479166667,40.13814,736.09,4630.0061000000005,104864.02,3.7027485462,0.0,0.0,,0.0,799.7286539644083,0.0,4.634689281644075
40,2014-05-17,15/9-F-1 C,24.0,223.60251041666666,107.77769229166667,156.346404375,,47.08721125,%,67.25610604166667,53.92077354166667,38.839852083333334,782.88,4924.3152,110078.32,3.8868654792000004,0.0,0.0,,0.0,789.3210164938265,0.0,4.928949889281643
41,2014-05-18,15/9-F-1 C,24.0,220.10196229166667,107.88902957446808,154.69510125,,47.769806875,%,65.40686104166667,53.83151333333333,36.990086875,834.68,5250.1372,117387.58,4.1449554498,0.0,0.0,,0.0,789.494691643487,0.0,5.255066149889282
42,2014-05-19,15/9-F-1 C,24.0,220.49043893617022,107.86042291666666,155.1761033111702,,47.13594875,%,65.314335625,55.75360791666667,36.90605083333333,788.8,4961.552,109517.37,3.8670583347,0.0,0.0,,0.0,779.4049794701336,0.0,4.966807066149888
43,2014-05-20,15/9-F-1 C,24.0,220.153866875,107.85864833333333,155.23751041666668,,47.14246875,%,64.91635645833334,55.628124375,36.50938479166667,783.06,4925.4474,109362.2,3.861579282,0.0,0.0,,0.0,784.0057904181456,0.0,4.93041420706615
44,2014-05-21,15/9-F-1 C,24.0,220.06589395833333,107.851481875,155.37458229166666,,46.524590833333335,%,64.69131166666666,52.236396666666664,36.280858125,743.77,4678.3133,104993.12,3.7073070672,0.0,0.0,,0.0,792.4452317462365,0.0,4.683243714207066
45,2014-05-22,15/9-F-1 C,24.0,219.982621875,107.8523675,155.54675833333334,,46.2889975,%,64.43586354166666,53.66113229166667,36.01890375,735.41,4625.7289,107115.77,3.7822578387,0.0,0.0,,0.0,817.6566159551634,0.0,4.630412143714207
46,2014-05-23,15/9-F-1 C,24.0,219.86292604166667,107.86721854166667,155.572074375,,46.284226875,%,64.29085166666667,49.05298020833333,35.873076875,742.89,4672.7780999999995,108079.03,3.8162705493,93.31,586.9199,,0.0,816.7027125255531,11.158813680937575,4.677408512143714
47,2014-05-24,15/9-F-1 C,24.0,219.922990625,107.88298,155.75273854166667,,46.24215791666666,%,64.17025208333334,54.6906875,35.750709791666665,746.54,4695.7366,108387.02,3.8271456762000007,100.42,631.6418,,0.0,815.0256290354959,11.856522149806365,4.700414008512143
48,2014-05-25,15/9-F-1 C,24.0,219.9771025,107.90278770833334,155.90444416666668,,46.261677291666665,%,64.07265833333334,55.231164375,35.671312916666665,750.57,4721.085300000001,105809.71,3.736140860100001,101.01,635.3529000000001,,0.0,791.3733014101651,11.861481011766365,4.725785714008513
49,2014-05-26,15/9-F-1 C,24.0,219.97377531914893,107.92071145833333,156.04339469414893,,46.26510666666667,%,63.930380625,55.102527916666666,35.528916875,727.26,4574.4654,106514.13,3.7610139303000008,86.62,544.8398000000001,,0.0,822.1756208495971,10.64284661129405,4.579191185714008
50,2014-05-27,15/9-F-1 C,24.0,219.98047520833333,107.93646229166667,156.24326083333332,,46.226333333333336,%,63.737214375,55.311219375,35.33483833333333,715.5,4500.495,105800.29,3.7358082399,91.08,572.8932,,0.0,830.0882991537597,11.292122294130776,4.505074191185714
51,2014-05-28,15/9-F-1 C,24.0,219.26666729166666,107.44471020833333,155.71557541666667,,46.215003125,%,63.551091875,55.508233125,35.155495208333335,695.01,4371.6129,102249.56,3.6104319636000004,76.96,484.0784,,0.0,825.8809840185073,9.969299325103306,4.376117974191185
52,2014-05-29,15/9-F-1 C,24.0,220.00718041666667,107.96204104166667,156.54946291666667,,46.21505770833333,%,63.4577175,56.170836875,35.05228625,698.77,4395.2633,102823.5,3.630697785,77.13,485.1477,,0.0,826.0478467808745,9.940714009537311,4.399639417974191
53,2014-05-30,15/9-F-1 C,24.0,220.00026020833334,107.97361333333333,156.66496541666666,,46.231572291666666,%,63.33529479166667,55.851693125,34.923878333333334,704.08,4428.6632,103977.99,3.6714628269,77.96,490.36839999999995,,0.0,829.0228136788546,9.968799549895145,4.433062839417974
54,2014-05-31,15/9-F-1 C,24.0,219.99351354166666,107.985045625,156.78348708333334,,46.2074025,%,63.21002645833333,55.59603083333333,34.79286458333333,715.93,4503.1997,105761.32,3.7344322092000004,78.99,496.84709999999995,,0.0,829.2841663673055,9.936848991093443,4.507632762839418
55,2014-06-01,15/9-F-1 C,24.0,220.00573708333334,107.99384645833334,156.8641125,,46.264785,%,63.14162458333333,55.963499375,34.72635520833333,724.21,4555.280900000001,107035.76,3.7794326856,80.08,503.7032,,0.0,829.681586836939,9.95660769125564,4.55978853276284
56,2014-06-02,15/9-F-1 C,22.0,221.3284255119818,107.82458002092727,157.53832177425,,41.71340020833333,%,63.79010373773182,50.77397000734091,35.35194577638182,459.83,2892.3307,68263.31,2.4103774761000003,46.21,290.6609,,0.0,833.3685619351895,9.131689194530077,2.896890488532763
57,2014-06-03,15/9-F-1 C,24.0,220.24048708333333,107.964823125,157.86784375,,46.19318770833333,%,62.372643333333336,53.04666854166667,33.94682958333333,715.1,4497.979,104865.93,3.7028159883,80.7,507.603,,0.0,823.2177136220511,10.140738879115355,4.500875890488532
58,2014-06-04,15/9-F-1 C,24.0,221.267634375,107.96092625,159.45106520833335,,46.157305208333334,%,61.81656916666667,53.73631604166667,33.38708375,706.8,4445.772,104234.1,3.6805060710000004,79.73,501.5017,,0.0,827.8665822268889,10.136930568446214,4.450272875890489
59,2014-06-05,15/9-F-1 C,24.0,221.044650195642,107.97263406134603,158.75822307562981,,47.04156520833333,%,62.286427120012185,54.244612314888435,33.84168292885635,677.29,4260.1541,99517.49,3.5139625719000005,90.57,569.6853,,0.0,824.8440055020546,11.795118901883155,4.2646043728758904
60,2014-06-06,15/9-F-1 C,24.0,220.74979458333334,107.986805625,157.67422541666667,,47.202699375,%,63.07556916666667,56.53423395833333,34.64576291666667,690.38,4342.4902,99850.49,3.5257208019000004,92.18,579.8122000000001,,0.0,811.9122069406168,11.77928848906154,4.346754804372876
61,2014-06-07,15/9-F-1 C,24.0,220.64014083333333,107.99410875,157.27830479166667,,47.19410729166667,%,63.36183604166666,56.61542145833333,34.93372958333333,694.3,4367.147,100306.26,3.5418140406,92.07,579.1202999999999,,0.0,811.0132405893366,11.708228950748376,4.371493754804373
62,2014-06-08,15/9-F-1 C,24.0,220.50405041666667,108.0027125,157.18459354166666,,47.152024375,%,63.319456875,52.051159375,34.891520625,690.7,4344.503000000001,99959.04,3.5295537024,91.25,573.9625,,0.0,812.4182909759757,11.669544088496705,4.348874493754805
63,2014-06-09,15/9-F-1 C,19.5,221.45051448717948,107.75725956410257,159.1132395,,38.978911458333336,%,62.337274987179484,53.55922412820513,34.670299666666665,238.45,1499.8505,34915.85,1.2328786635,28.15,177.0635,,0.0,822.0010351031652,10.558889722430607,1.5041993744937547
64,2014-06-10,15/9-F-1 C,24.0,220.85169229166667,107.99075354166666,158.07450145833334,,46.512532291666666,%,62.777190833333336,54.486153333333334,34.351681875,647.11,4070.3219,95262.3,3.3637118130000006,84.88,533.8951999999999,,0.0,826.3994582344951,11.595786827688901,4.071826099374494
65,2014-06-11,15/9-F-1 C,24.0,218.41471229166666,108.06527416666667,156.68516375,,47.815207916666665,%,61.72954854166667,54.295347291666666,33.31382708333334,745.92,4691.8368,108793.22,3.8414885982,94.23,592.7067000000001,,0.0,818.7600639050362,11.21585431173005,4.695908626099374
66,2014-06-12,15/9-F-1 C,24.0,215.49685895833332,108.13936083333333,155.55921520833334,,48.72777375,%,59.93764375,61.561027083333336,31.529283333333332,804.85,5062.5065,116554.82,4.1155506942,101.88,640.8252,,0.0,812.9472414899616,11.235979839643553,5.0672024086261
67,2014-06-13,15/9-F-1 C,24.0,214.823228125,108.13519916666667,154.68515791666667,,48.263916875,%,60.13807020833333,62.32717875,31.739437916666667,818.89,5150.8180999999995,120308.03,4.2480765393,56.75,356.9575,,0.0,824.738217662938,6.480973916221279,5.155885302408626
68,2014-06-14,15/9-F-1 C,24.0,215.83254083333333,108.104783125,155.59778541666665,,48.00591375,%,60.234755416666665,59.584406875,31.83577875,781.21,4913.8109,115374.09,4.0738591179,54.32,341.6728,,0.0,829.063063436161,6.501262671597667,4.918966785302409
69,2014-06-15,15/9-F-1 C,24.0,214.877320625,108.11380416666667,154.95770833333333,,48.04032458333333,%,59.91961229166667,60.77416125,31.544266458333333,786.16,4944.9464,116058.03,4.0980090393,54.55,343.11949999999996,,0.0,828.7266853489049,6.488563238215319,4.9498653667853025
70,2014-06-16,15/9-F-1 C,24.0,215.38082170212766,108.08764729166667,155.33310524379434,,47.74037104166667,%,60.04771645833333,59.444948125,31.67064,757.43,4764.2347,111152.61,3.9247986591000004,51.84,326.0736,,0.0,823.8046415093698,6.405773104155597,4.7691845653667855
71,2014-06-17,15/9-F-1 C,24.0,216.11873333333332,108.067196875,155.97842479166667,,47.62397166666667,%,60.14030854166667,58.607166666666664,31.763173958333333,726.5,4569.685,107050.89,3.7799669259,50.67,318.71430000000004,,0.0,827.1832579050853,6.51980905078683,4.574454184565368
72,2014-06-18,15/9-F-1 C,24.0,215.98383375,108.06562833333334,156.19699666666668,,47.639864583333335,%,59.78683708333333,58.66236833333333,31.399544375,723.96,4553.7084,106456.63,3.7589836053000005,51.3,322.67699999999996,,0.0,825.4774515864916,6.617134896679823,4.558282854184566
73,2014-06-19,15/9-F-1 C,24.0,215.818061875,108.06648270833334,156.37844083333334,,47.60717375,%,59.43962104166667,57.54992875,31.0531575,715.28,4499.1112,105827.77,3.7367785587,52.96,333.1184,,0.0,830.5592799528938,6.8936790586275105,4.503669482854185
74,2014-06-20,15/9-F-1 C,24.0,215.57881625,108.07265958333333,156.48818166666666,,47.585172916666664,%,59.09063458333333,58.445866875,30.703629375,710.62,4469.7998,104860.95,3.7026401445,50.87,319.97229999999996,,0.0,828.3682290423835,6.680324101432716,4.474303469482854
75,2014-06-21,15/9-F-1 C,24.0,215.30386958333332,108.07888145833333,156.59927333333334,,47.61119583333333,%,58.70459625,58.70271770833333,30.313028125,708.04,4453.5716,104155.82,3.6777420042,50.48,317.51919999999996,,0.0,825.7960878410488,6.6550651268259235,4.4580459034694835
76,2014-06-22,15/9-F-1 C,24.0,214.949325,108.08456916666667,156.71347770833333,,47.619820833333335,%,58.235847291666666,58.418325833333334,29.846284166666667,702.73,4420.1717,102417.8,3.6163725180000004,51.7,325.19300000000004,,0.0,818.1520455415794,6.852855798417348,4.424629745903469
77,2014-06-23,15/9-F-1 C,24.0,214.85795,108.08680083333333,157.393641875,,47.659732291666664,%,57.464308125,57.882807291666666,28.779579375,695.74,4376.2046,102284.59,3.6116688729,51.69,325.13009999999997,,0.0,825.297078866011,6.915697791097493,4.380629229745903
78,2014-06-24,15/9-F-1 C,24.0,214.89729020833335,108.07987125,157.98934020833335,,47.6279225,%,56.90795,57.349905416666665,28.519126875,658.27,4140.5183,96651.98,3.4127814138000003,94.65,595.3485000000001,,0.0,824.2401473747865,12.571056685969296,4.144898929229746
79,2014-06-25,15/9-F-1 C,24.0,214.82190723404256,108.08357765957447,157.94656285904256,,46.567545,%,56.875344375,58.00721583333333,28.4768975,576.35,3625.2415,85082.22,3.0042531882000003,79.35,499.1115,,0.0,828.7042913416941,12.101570840323319,3.62938639892923
80,2014-06-26,15/9-F-1 C,16.58333,219.55899298132522,107.44735424631241,158.58117644543043,,44.0,%,60.97781653589478,49.15179838775445,35.122920913290635,369.83,2326.2307,55419.55,1.9568643105,51.46,323.6834,,0.0,841.2167849474259,12.21486387049301,2.3298600863989294
81,2014-06-27,15/9-F-1 C,23.83333,217.25173717366394,107.63490568517282,162.7894177693843,,44.37510354166667,%,54.46231940427964,50.51060779353536,26.031601158835127,418.45,2632.0505,63214.18,2.2320926958000005,59.2,372.368,,0.0,848.043263531608,12.394012352140688,2.634380360086399
82,2014-06-28,15/9-F-1 C,24.0,215.09275833333334,108.07768,160.76595083333333,,47.05341229166667,%,54.3268075,55.68809958333333,25.902731458333335,588.96,3704.5584000000003,88192.51,3.1140775281,91.66,576.5414,,0.0,840.6069474029617,13.467132908230731,3.7071927803600864
83,2014-06-29,15/9-F-1 C,24.0,215.258875,108.09929489361703,160.19683020833332,,46.83165625,%,55.062044791666665,55.970378125,26.645965416666666,571.88,3597.1252,85616.39,3.0231147309,81.73,514.0817000000001,,0.0,840.4252181436443,12.504398647511513,3.60083239278036
84,2014-06-30,15/9-F-1 C,24.0,215.35081520833333,108.107908125,160.21150020833332,,45.827834583333335,%,55.139315,56.00588,26.72682125,512.52,3223.7508,76979.08,2.7181313148000004,71.37,448.9173,,0.0,843.158011717283,12.223192724657043,3.22735163239278
85,2014-07-01,15/9-F-1 C,24.0,215.38468833333334,108.11446104166667,160.41724583333334,,46.78695666666667,%,54.9674425,56.254037708333335,26.55513,563.26,3542.9054,84307.54,2.9768992374,78.69,494.9601,,0.0,840.2423720938187,12.257964015889089,3.546132751632393
86,2014-07-02,15/9-F-1 C,24.0,215.40707854166666,108.11909520833333,160.598766875,,46.799730833333335,%,54.80831166666667,51.65249875,26.38999625,564.26,3549.1954,84364.91,2.9789249721,78.72,495.1488,,0.0,839.324025975014,12.24299356123052,3.5527415327516323
87,2014-07-03,15/9-F-1 C,24.0,215.33240229166665,108.12402520833334,160.78178666666668,,46.80368645833333,%,54.550615625,50.82098125,26.13235,565.09,3554.4161000000004,84351.11,2.9784376941000006,78.88,496.1552,,0.0,837.9541422007401,12.249017811388727,3.5579688415327517
88,2014-07-04,15/9-F-1 C,24.0,215.21147125,108.129059375,161.10066208333333,,46.84702458333334,%,54.11080916666667,51.418441875,25.676259166666668,563.73,3545.8617,84183.26,2.9725109106,79.55,500.36949999999996,,0.0,838.3042436765089,12.366310160427807,3.5494196688415327
89,2014-07-05,15/9-F-1 C,24.0,215.11890875,108.13237,161.48407,,46.85599229166667,%,53.63483875,54.23162875,25.20113875,563.46,3544.1634000000004,83869.61,2.9614359291000003,79.95,502.88550000000004,,0.0,835.5810934394277,12.425980323588382,3.547712819668842
90,2014-07-06,15/9-F-1 C,24.0,215.0673625,108.13437916666666,161.97297583333332,,46.8647225,%,53.094386666666665,56.63623354166667,24.65926375,563.38,3543.6602,83853.8,2.960877678,80.3,505.087,,0.0,835.5422108474172,12.475142928163063,3.547207912819669
91,2014-07-07,15/9-F-1 C,24.0,215.07005708333332,108.13567,162.40674958333332,,46.824565625,%,52.6633075,54.966429375,24.2335,522.0,3283.38,77846.76,2.7487690956,154.47,971.6163,,0.0,837.1766580779563,22.83471550844827,3.28692720791282
92,2014-07-08,15/9-F-1 C,24.0,215.047056875,108.13860020833333,163.02299916666666,,46.803720416666664,%,52.02405770833333,57.485014791666664,23.586095833333335,523.33,3291.7457000000004,77885.2,2.750126412,247.1,1554.259,,0.0,835.4613820867146,32.07299819581272,3.295032627207913
93,2014-07-09,15/9-F-1 C,24.0,215.13584104166668,108.14017083333333,163.88908729166667,,46.80707625,%,51.24675375,56.122917916666665,22.798340208333332,521.97,3283.1913000000004,77858.58,2.7491864598,247.09,1554.1961000000001,,0.0,837.3518959434377,32.128832600837384,3.2864863326272085
94,2014-07-10,15/9-F-1 C,24.0,215.165233125,108.14286208333333,164.23292125,,46.79164125,%,50.932311875,57.48888791666667,22.479929791666667,490.49,3085.1821,73240.81,2.5861330011,212.89,1339.0781,,0.0,838.2432275553524,30.2667121612784,3.088468586332627
95,2014-07-11,15/9-F-1 C,24.0,215.18770520833334,108.14442125,164.69582291666666,,46.78772979166666,%,50.49188229166667,56.119412708333336,22.037508541666668,491.71,3092.8559,72894.63,2.5739093853000004,253.18,1592.5022000000001,,0.0,832.2112211241397,33.98891111439273,3.0959443685863324
96,2014-07-12,15/9-F-1 C,24.0,215.46357625,108.14204229166667,165.92741708333332,,46.859409791666664,%,49.536159166666664,56.63337875,21.080241666666666,488.44,3072.2876,72637.03,2.5648135293,203.87,1282.3423,,0.0,834.8220815329919,29.44779072958646,3.0753835443685866
97,2014-07-13,15/9-F-1 C,24.0,215.75903729166666,108.134254375,166.74310729166666,,46.800471875,%,49.01593,57.20372041666667,20.539875208333335,481.59,3029.2010999999998,71515.34,2.5252066554,199.79,1256.6791,,0.0,833.6213318422472,29.321377205083802,3.032276483544368
98,2014-07-14,15/9-F-1 C,24.0,215.97684375,108.12051979166667,167.41170708333334,,47.002657291666665,%,48.56513666666667,56.77503229166667,20.10156125,492.02,3094.8058,73095.92,2.5810169352,215.32,1354.3627999999999,,0.0,833.9834878169092,30.440806401447674,3.0978380764835447
99,2014-07-15,15/9-F-1 C,24.0,215.05076083333333,108.14456916666667,166.18858895833333,,47.88535770833333,%,48.862171875,56.39544583333333,20.379876875,476.08,2994.5432,70443.1,2.4873458610000005,246.8,1552.372,,0.0,830.6261405746294,34.141212926073486,2.9976410380764835
100,2014-07-16,15/9-F-1 C,24.0,214.82744666666667,108.14955,166.34190645833334,,47.76055458333333,%,48.48554020833333,56.41817270833333,20.016264791666668,466.34,2933.2785999999996,69327.14,2.4479413134000003,243.78,1533.3762,,0.0,834.5410195267509,34.32940911395257,2.936276241038076
101,2014-07-17,15/9-F-1 C,24.0,214.76105791666666,108.15141541666667,166.58482583333333,,47.713503958333334,%,48.17623208333333,55.02667833333334,19.70736875,463.64,2916.2956,68816.51,2.4299109681,241.88,1521.4252,,0.0,833.2183363373728,34.28393241864157,2.9192318762410383
